Name,Address,City,Country,Beds,Trauma,Phone
"Beatrice Community Hospital & Health Center, Inc",N 10th St,Beatrice,USA,25,General Medical,(402) 228-3344
Fillmore County Hospital,1900 F Street,Geneva,USA,20,General Medical,(402) 759-3167
Mary Lanning Memorial Hospital,715 N St Joseph Ave,Hastings,USA,161,Lung Cancer,(402) 463-4521
Lincoln Regional Center,Folsom & West Prospector,Lincoln,USA,200,General Medical,(402) 471-4444
Bryan Medical Center,1600 South 48th St,Lincoln,USA,374,General Medical,(402) 481-1111
Chi Health Nebraska Heart,7500 South 91st St,Lincoln,USA,63,General Medical,(402) 328-3000
Community Hospitals And Wellness Centers Montpelier,909 East Snyder Avenue,Montpelier,USA,25,General Medical,(419) 636-1131
Wood County Hospital,950 West Wooster Street,Bowling Green,USA,196,General Medical,(419) 354-8900
Uva Transitional Care Hospital,2965 Ivy Road,Charlottesville,USA,40,General Medical,(434) 924-8245
Southcoast Hospitals Group - Tobey Hospital Campus,43 High Street,Wareham,USA,74,General Medical,(508) 295-0880
Glacial Ridge Hospital,10 Fourth Avenue Southeast,Glenwood,USA,34,Pneumonia,(320) 634-4521
Childrens Hosp & Clinics Minne,2525 Chicago Avenue South,Minneapolis,USA,381,I Pediatric,(612) 813-6112
North Memorial Medical Center,3300 Oakdale North,Robbinsdale,USA,518,I,(763) 520-5200
Prairie Ridge Hosp Hlth Serv,930 First Street Northeast,Elbow Lake,USA,20,General Medical,(218) 685-4460
Maple Grove Hospital,9875 Hospital Drive,Maple Grove,USA,130,Pneumonia,(763) 581-1000
Providence Hospital Northeast,120 Gateway Corporate Blvd,Columbia,USA,74,General Medical,(803) 865-4500
Palmetto Health Richland,5 Richland Medical Park Dr,Columbia,USA,649,I,(803) 434-7000
Garden Park Medical Center,15200 Community Road,Gulfport,USA,130,Covid,(228) 575-7000
Methodist Health Care - Olive Branch Hospital,4250 Bethel Road,Olive Branch,USA,,,(662) 932-9000
Fallon Medical Complex Hospital,202 S 4th St W,Baker,USA,40,General Medical,(406) 778-3331
Northern Rockies Medical Center,802 2nd St Se,Cut Bank,USA,13,General Medical,(406) 873-2251
Dahl Memorial Healthcare Association,215 Sandy Street,Ekalaka,USA,31,General Medical,(406) 775-8739
Marcus Daly Memorial Hospital,1200 Westwood Dr,Hamilton,USA,37,General Medical,(406) 363-2211
Sheridan Memorial Hospital,440 W Laurel Ave,Plentywood,USA,97,Trh,(406) 765-3700
Mccone County Health Center,605 Sullivan Ave,Circle,USA,25,General Medical,(406) 485-3381
Indiana Regional Medical Center,835 Hospital Road Po Box 788,Indiana,USA,164,General Medical,(724) 357-7000
Penn Highlands Brookville,100 Hospital Road,Brookville,USA,35,General Medical,(814) 849-2312
Edgewood Surgical Hospital,239 Edgewood Drive Extension,Transfer,USA,10,General Medical,(724) 646-0400
Central Maine Medical Center,300 Main Street,Lewiston,USA,250,Regional Trauma Center,(207) 795-0111
Chambersburg Hospital,112 North 7th Street,Chambersburg,USA,240,General Medical,(717) 267-3000
Yuma Rehabilitation Hospital,901 W 24th Street,Yuma,USA,41,General Medical,(928) 314-8810
Rehabilitation Hospital Of Rhode Island,116 Eddie Dowling Highway,North Smithfield,USA,40,General Medical,(401) 766-0800
Saint Catherine Regional Hospital,2200 Market St,Charlestown,USA,64,General Medical,(812) 256-3301
"Sierra Tucson, Inc.",39580 S. Lago Del Oro Prkwy,Tucson,USA,139,General Medical,(520) 624-4000
Pinnaclehealth Community Campus,4300 Londonderry Road Harrisburg,Harrisburg,USA,1001,General Medical,(717) 782-3131
El Centro Regional Medical Center,1415 Ross Avenue,El Centro,USA,161,Pneumonia,NOT AVAILABLE
Natividad Medical Center,1441 Constitution Boulevard,Salinas,USA,172,Children Specialists,NOT AVAILABLE
Denver Health Medical Center,777 Bannock St,Denver,USA,409,Cancer Specialists,(303) 436-6000
North Vista Hospital,1409 East Lake Mead Boulevard,North Las Vegas,USA,198,General Medical,(702) 657-5504
Eating Recovery Center A Behavioral Hospital,"1830 Franklin Street,Suite 500",Denver,USA,1001,General Medical,(303) 825-8584
Orange County Global Medical Center,1001 North Tustin Avenue,Santa Ana,USA,282,Children Specialists,NOT AVAILABLE
Kaweah Delta Medical Center,400 West Mineral King,Visalia,USA,403,Covid,NOT AVAILABLE
Washington County Hospital,958 U S Highway 64 East,Plymouth,USA,49,General Medical,(252) 793-4135
Wolfson Children'S Hospital - Jacksonville,800 Prudential Dr,Jacksonville,USA,212,Pediatric,(904) 202-8000
Sky Lakes Medical Center,2865 Daggett Avenue,Klamath Falls,USA,98,Lung Cancer,NOT AVAILABLE
St. Joseph'S Children'S Hospital,3001 W Dr. Mlk Jr Blvd,Tampa,USA,1001,Level Ii / Pediatric,(813) 554-8500
Unitypoint Health Marshalltown,Three South Fourth Avenue,Marshalltown,USA,125,Lung Cancer,(641) 854-7021
Hansen Family Hospital,920 South Oak Street,Iowa Falls,USA,35,General Medical,(641) 648-4631
Jones Regional Medical Center,1795 Highway 64 East,Anamosa,USA,22,Breast Cancer,(319) 462-6131
Aultman Hospital,2600 Sixth Street Sw,Canton,USA,820,Covid,(330) 497-3966
Mckee Medical Center,2000 Boise Ave,Loveland,USA,105,Lung Cancer,(970) 669-4640
Indiana University Health Bloomington Hospital,601 W Second St,Bloomington,USA,297,Lung Cancer,(812) 353-9555
Eureka Community Health Services,410 9th Street,Eureka,USA,6,Trh,(605) 284-2661
West Palm Beach Va Medical Center,7305 N Military Trail,West Palm Beach,USA,236,General Medical,(800) 972-8262
Florida Hospital Wauchula,533 W Carlton St,Wauchula,USA,25,General Medical,(813) 773-3101
Baycare Alliant Hospital,601 Main St,Dunedin,USA,38,General Medical,(727) 736-9999
Palms Of Pasadena Hospital,1501 Pasadena Ave S,Saint Petersburg,USA,307,General Medical,(727) 381-7575
Florida Hospital Tampa,3100 E Fletcher Ave,Tampa,USA,365,General Medical,(813) 971-6000
Franklin Woods Community Hospital,300 Med Tech Parkway,Johnson City,USA,80,General Medical,(423) 302-1000
Ssm St. Joseph Hospital West,100 Medical Plaza,Lake St. Louis,USA,116,Covid,(636) 625-5200
Christus Southeast Texas - St Elizabeth,2830 Calder Avenue,Beaumont,USA,431,Lung Cancer,(409) 892-7171
Ozarks Community Hospital Of Gravette,"1101 Jackson Street, S.W.",Gravette,USA,1001,General Medical,(479) 787-5291
Ssm Depaul Health Center,12303 Depaul Drive,Bridgeton,USA,507,Children Specialists,(314) 344-6000
Childrens Hsptl Of Wisconsin,9000 W Wisconsin Ave,Milwaukee,USA,298,I,(414) 266-2000
Theda Clark Med Ctr,130 2nd St West Pavilion,Neenah,USA,182,Children Specialists,(920) 729-3100
Mercy Hospital Springfield,1235 East Cherokee Street,Springfield,USA,866,I,(417) 885-2000
"Select Specialty Hospital - Fort Smith, Inc.","1001 Towson Avenue,Sixth Floor",Fort Smith,USA,34,General Medical,(479) 441-3960
St Bernard Hospital,326 W 64th St,Chicago,USA,100,General Medical,(773) 962-3900
Swedish Covenant Hospital,5145 N California Ave,Chicago,USA,279,General Medical,(773) 878-8200
Loretto Hospital,645 South Central Ave,Chicago,USA,176,General Medical,(773) 626-4300
Correct Care Of South Carolina,7901 Farrow Rd,Columbia,USA,145,General Medical,(803) 935-0505
Willow Lane Infirmary,4650 Broad River Rd,Columbia,USA,8,General Medical,(803) 896-9107
Baptist Easley Hospital,200 Fleetwood Dr,Easley,USA,109,General Medical,(864) 442-7606
Ghs North Greenville Long Term Acute Care Hospital,807 N Main St,Travelers Rest,USA,45,General Medical,(864) 455-9224
Robinson Memorial Hospital,6847 N Chestnut,Ravenna,USA,302,Lung Cancer,(330) 297-2300
Palmetto Lowcountry Behavioral Health,2777 Speissegger Dr,North Charleston,USA,112,General Medical,(843) 747-5830
Gilliam Psychiatric Hospital,4344 Broad River Rd,Columbia,USA,87,General Medical,(803) 896-2271
Scl Health Community Hospital - Southwest,8515 West Coal Mine Avenue,Littleton,USA,8,General Medical,(713) 637-1026
Covington - Amg Rehabilitation Hospital,"5025 Keystone Blvd,Suite 200",Covington,USA,24,General Medical,(985) 888-0301
Shriners Hospitals For Children,2001 South Lindbergh Boulevard,St. Louis,USA,42,General Medical,(314) 432-3600
Memorial Hospital East,1404 Cross St,Shiloh,USA,94,General Medical,(618) 607-1000
Petersburg Medical Center,103 Fram St.,Petersburg,USA,27,Breast Cancer,(907) 772-4291
St. Alexius Hospital - Forest Park Campus,6150 Oakland Avenue,St. Louis,USA,527,General Medical,(314) 768-3000
Sage Memorial Hospital,State Route 264 South 191 Po Box 457,Ganado,USA,25,General Medical,(928) 755-4559
Essentia Hlth St Marys Detroit,1027 Washington Avenue,Detroit Lakes,USA,87,Covid,(218) 847-0888
Select Specialty Hospital Central Pennsylvania Camp Hill,"503 North 21st Street,5th Floor",Camp Hill,USA,31,General Medical,(717) 972-4560
Carlisle Regional Medical Center,361 Alexander Spring Road,Carlisle,USA,165,General Medical,(717) 249-1212
Catawba Hospital,5525 Catawba Hospital Drive,Catawba,USA,110,General Medical,(540) 375-4200
Carilion Tazewell Community Hospital,141 Ben Bolt Avenue,Tazewell,USA,56,General Medical,(276) 988-8700
Clinch Valley Medical Center,6801 Gov. G.C. Peery Highway,Richlands,USA,175,General Medical,(276) 596-6000
Bon Secours Mary Immaculate Hospital,2 Bernardine Drive,Newport News,USA,110,General Medical,(757) 886-6200
Riverside Rehabilitation Institute,245 Chesapeake Avenue,Newport News,USA,50,General Medical,(757) 928-8000
Mercy Hospital Watonga,500 North Clarence Nash Boulevard,Watonga,USA,25,Breast Cancer,(580) 623-7211
Novant Health Prince William Medical Center,8700 Sudley Road,Manassas,USA,130,General Medical,(703) 369-8000
Lewisgale Medical Center,1900 Electric Road,Salem,USA,506,General Medical,(540) 776-4000
Lee Regional Medical Center,1800 Combs Road,Pennington Gap,USA,70,General Medical,(276) 546-1440
Buchanan General Hospital,1535 Slate Creek Road,Grundy,USA,134,General Medical,(276) 935-1100
Bon Secours Health Center At Harbour View,5818 Harbour View Boulevard,Suffolk,USA,1001,General Medical,(757) 673-5800
Mcdowell Arh Hospital,9879 Kentucky Route 122,Mcdowell,USA,52,General Medical,(606) 377-3400
Parkway Regional Hospital,2000 Holiday Lane,Fulton,USA,70,General Medical,(270) 472-2522
Hardin Memorial Hospital,913 N Dixie Avenue,Elizabethtown,USA,285,General Medical,(270) 706-1212
Jane Todd Crawford Memorial Hospital,202-206 Milby Street,Greensburg,USA,35,General Medical,(270) 932-4211
Mobridge Regional Hospital And Clinic,1401 10th Avenue West,Mobridge,USA,25,Cth,(605) 845-3692
Community Memorial Hospital,809 Jackson Street,Burke,USA,16,Trh,(605) 775-2621
Pioneer Memorial Hospital,564 E Pioneer Drive,Heppner,USA,21,Breast Cancer,NOT AVAILABLE
Santiam Hospital,1401 N 10th Avenue,Stayton,USA,40,Breast Cancer,NOT AVAILABLE
Montrose Memorial Hospital,800 S 3rd St,Montrose,USA,69,Lung Cancer,(970) 249-2211
"Medical Center Of Aurora, The",1501 S Potomac St,Aurora,USA,303,Covid,(303) 695-2600
Renown Regional Medical Center,1155 Mill Street,Reno,USA,608,Children Specialists,(775) 982-4100
Liberty Regional Medical Center,462 E G Parkway,Hinesville,USA,25,General Medical,NOT AVAILABLE
Kaiser Foundation Hospital - San Leandro,2500 Merced Street,San Leandro,USA,216,General Medical,NOT AVAILABLE
Clearview  Regional Medical Center,2151 West Spring Street,Monroe,USA,77,Lung Cancer,(770) 267-8461
Aurora Medical Center,36500 Aurora Drive,Summit,USA,117,Children Specialists,(262) 434-1000
Wyoming Medical Center,1233 East 2nd Street,Casper,USA,212,Rtc,(307) 577-7201
Riverview Hsptl Assoc,410 Dewey Street,Wisconsin Rapids,USA,99,Covid,(715) 423-6060
Loma Linda University Children'S Hospital,11234 Anderson Street,Loma Linda,USA,343,General Medical,(800) 825-5437
Orange City Area Health System,1000 Lincoln Circle Se,Orange City,USA,25,Breast Cancer,(712) 737-4984
Weston County Health Services,1124 Washington Blvd,Newcastle,USA,12,Trf,(307) 746-4491
Reid Hospital-Er,Chester Blvd,Richmond,USA,1001,General Medical,(765) 983-3144
Fairview Park Hospital,200 Industrial Boulevard,Dublin,USA,190,Lung Cancer,NOT AVAILABLE
Little River Memorial Hospital,451 West Locke Street,Ashdown,USA,25,General Medical,(870) 898-5011
Baptist Health Medical Center - Little Rock,11401 Interstate 30,Little Rock,USA,1001,General Medical,(501) 455-7101
Springfield Hospital Inc - Dba Lincoln Prairie Behavioral Health Center,5230 South Sixth Street,Springfield,USA,88,General Medical,(217) 585-1180
Arkansas Children'S Hospital,"1 Children'S Way,Slot 301",Little Rock,USA,280,Cancer Specialists,(501) 364-1100
Starr Regional Medical Center,1114 W Madison Ave,Athens,USA,190,Covid,(423) 745-1411
Tristar Skyline Madison Campus,500 Hospital Drive,Madison,USA,172,General Medical,(615) 865-0300
St. Luke'S Magic Valley Medical Center,"801 Pole Line Road,409",Twin Falls,USA,224,General Medical,(208) 814-1000
Mercy Hospital And Medical Center,2525 S Michigan Ave,Chicago,USA,421,General Medical,(312) 567-2000
Saint Thomas Hospital For Specialty Surgery,2011 Murphy Avenue,Nashville,USA,23,General Medical,(615) 515-8200
Presence Resurrection Medical Center,7435 West Talcott Avenue,Chicago,USA,1001,General Medical,(773) 774-8000
St. Joseph'S Hospital,12886 Troxler Avenue,Highland,USA,1001,General Medical,(618) 651-2600
Lenox Hill Healthplex,30 Seventh Avenue,New York,USA,1001,General Medical,NOT AVAILABLE
Montefiore Mount Vernon Hospital,12 North 7th Avenue,Mount Vernon,USA,176,General Medical,(914) 361-6100
Phelps County Regional Medical Center,1000 West Tenth Street,Rolla,USA,242,Covid,(573) 364-8899
Cape Fear Valley Medical Center,1638 Owen Drive,Fayetteville,USA,600,Lung Cancer,(910) 615-6700
Highsmith-Rainey Memorial Hospital,150 Robeson Street,Fayetteville,USA,66,General Medical,(910) 609-1434
Mescalero Public Health Services Indian Hospital,318 Abalone Loop,Mescalero,USA,13,General Medical,(575) 464-4441
Phoenix Indian Medical Center,4212 N 16th Street,Phoenix,USA,1001,General Medical,(602) 263-1568
Hedrick Medical Center,100 Central Street,Chillicothe,USA,25,General Medical,(660) 646-1480
Michael E. Debakey Va Medical Center,2002 Holcombe Blvd,Houston,USA,1001,General Medical,(713) 791-1414
Bryan Medical Center,2300 South 16th St,Lincoln,USA,266,Covid,(402) 481-1111
Children'S Hospital & Medical Center,8200 Dodge St,Omaha,USA,145,Level Ii Pediatric,(402) 955-5400
Doris Miller Department Of Veterans Affairs Medical Center,4800 Memorial Dr,Waco,USA,1001,General Medical,(254) 752-6581
Franklin County Memorial Hospital,1406 Q St,Franklin,USA,14,General Medical,(308) 425-6221
Gordon Memorial Hospital District,300 East 8th St,Gordon,USA,25,Breast Cancer,(308) 282-0401
Brodstone Memorial Hosp,520 East 10th St,Superior,USA,25,General Medical,(402) 879-3281
Howard County Medical Center,1113 Sherman St,St Paul,USA,25,Breast Cancer,(308) 754-4421
Chi Health Midlands,11111 South 84th St,Papillion,USA,121,General Medical,(402) 593-3000
Phillips Eye Institute,2215 Park Avenue South,Minneapolis,USA,20,General Medical,(612) 775-8815
Shriners Hospital For Children,2025 East River Parkway,Minneapolis,USA,40,General Medical,(612) 596-6100
Ortonville Area Health Service,450 Eastvold Ave,Ortonville,USA,25,Pneumonia,(320) 839-2502
Lincoln Hospital,234 E 149th St,Bronx,USA,362,I,(212) 579-4900
Lake View Memorial Hospital,325 Eleventh Avenue,Two Harbors,USA,25,Pneumonia,(218) 834-7300
The Medical Center At Caverna,1501 S. Dixie Street,Horse Cave,USA,25,General Medical,(270) 786-2191
Norton Women'S And Kosair Children'S Hospital,4001 Dutchmans Lane,Louisville,USA,373,General Medical,(502) 893-1102
Saints Mary & Elizabeth Hospital,1850 Bluegrass Avenue,Louisville,USA,331,General Medical,(502) 361-6000
The Brook - Dupont,1405 Browns Lane,Louisville,USA,88,General Medical,(502) 896-0495
Healthsouth Northern Kentucky Rehabilitation Hospital,201 Medical Village Drive,Edgewood,USA,40,General Medical,(859) 341-2044
Nicholas County Hospital,2323 Concrete Rd.,Carlisle,USA,18,General Medical,(859) 289-7181
Baptist Health La Grange,1025 New Moody Lane,Lagrange,USA,90,General Medical,(502) 222-5388
Sain Francis Hospital Vinita Inc,735 North Foreman Street,Vinita,USA,51,Breast Cancer,(918) 256-7551
Edith Nourse Rogers Memorial Veterans Hospital,200 Springs Road,Bedford,USA,147,General Medical,NOT AVAILABLE
Mclean Hospital Corporation,115 Mill Street,Belmont,USA,294,General Medical,(617) 855-2000
Upmc Pinnacle Hospital,111 S Front St,Harrisburg,USA,1001,General Medical,(717) 782-5181
Mineral Community Hospital,1208 6th Ave E,Superior,USA,25,Trh,(406) 822-4841
Madison Valley Medical Center,305 N Main St,Ennis,USA,10,Trh,(406) 682-4222
Missouri River Medical Center,1501 St Charles St,Fort Benton,USA,52,General Medical,(406) 622-3331
Central Montana Medical Center,408 Wendell Ave,Lewistown,USA,90,Cth,(406) 535-7711
Beartooth Billings Clinic,2525 N Broadway,Red Lodge,USA,10,Trh,(406) 446-2345
Sidney Health Center,216 14th Ave Sw,Sidney,USA,118,General Medical,(406) 488-2100
Trinity Hospital,315 Knapp Street,Wolf Point,USA,1001,Trh,(406) 653-6500
St. Rose Dominican Hospitals - Siena Campus,3001 Saint Rose Parkway,Henderson,USA,219,Children Specialists,(702) 616-5000
Sunrise Hospital And Medical Center,3186 Maryland Parkway,Las Vegas,USA,641,Children Specialists,(702) 731-8000
University Of Colorado Health At Memorial Hospital North,4050 Briargate Pkwy,Colorado Springs,USA,88,Level 1,(719) 364-5000
San Joaquin General Hospital,500 West Hospital Road,French Camp,USA,196,Covid,NOT AVAILABLE
"Aurora Las Encinas Hospital, Llc",2900 East Del Mar Boulevard,Pasadena,USA,118,General Medical,NOT AVAILABLE
Palomar Medical Center,2185 W. Citracado Parkway,Escondido,USA,288,Children Specialists,NOT AVAILABLE
John D Archbold Memorial Hospital,915 Gordon Avenue & Mimosa Drive,Thomasville,USA,264,Covid,NOT AVAILABLE
Meadows Regional Medical Center,One Meadows Parkway,Vidalia,USA,57,Breast Cancer,(912) 535-5828
Ivinson Memorial Hospital,255 North 30th Street,Laramie,USA,99,Cth,(307) 742-2141
Sagewest Health Care,2100 West Sunset Drive,Riverton,USA,159,Cth,(307) 856-4161
Washington Health Greene,350 Bonar Avenue,Waynesburg,USA,77,General Medical,(724) 627-2602
St Anthony Hospital,1601 Se Court Avenue,Pendleton,USA,25,Lung Cancer,(541) 276-5121
Schuylkill Medical Center South Jackson Street,420 South Jackson Street,Pottsville,USA,180,General Medical,(570) 621-5102
Robert Wood Johnson University Hospital,1 Robert Wood Johnson Place,New Brunswick,USA,584,I,(732) 828-3000
Lovelace Westside Hospital,10501 Golf Course Road Northwest,Albuquerque,USA,80,General Medical,(505) 727-2001
